"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Evans B.","Evans, Barbara (57199313235)","57199313235","Institutional incentives and urban sanitation","1996","Reaching the Unreached - Challenges for the 21st Century: Proceedings of the 22nd WEDC Conference","","","","38","40","2","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891336273&partnerID=40&md5=565ea87e47fe4a98408b610c8a7334a5","Conference paper","Final","","Scopus","2-s2.0-84891336273"
"Kennedy-Walker R.; Evans B.; Amezaga J.; Paterson C.","Kennedy-Walker, Ruth (55981877400); Evans, Barbara (57199313235); Amezaga, Jaime (6508369413); Paterson, Charlotte (36888115000)","55981877400; 57199313235; 6508369413; 36888115000","Challenges for the future of urban sanitation planning: Critical analysis of John Kalbermatten's influence","2014","Journal of Water Sanitation and Hygiene for Development","4","1","","1","14","13","27","10.2166/washdev.2013.164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896477530&doi=10.2166%2fwashdev.2013.164&partnerID=40&md5=03063b7d420f3e86b5b8424b419a5948","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84896477530"
"Amebelu A.; Ban R.; Bhagwan J.; brown J.; Chilengi R.; Chandler C.; Colford J.M., Jr.; Cumming O.; Curtis V.; Evans B.E.; Freeman M.C.; Guiteras R.; Howard G.; Humphrey J.; Kang G.; Kulabako R.; Lanata C.F.; Montgomery M.A.; Pickering A.J.; Null C.; Wolf J.","Amebelu, Argaw (35279317000); Ban, Radu (57196344501); Bhagwan, Jay (16554055300); brown, Joe (57205143695); Chilengi, Roma (14629991000); Chandler, Clare (14049918700); Colford, John Matthew (7004130553); Cumming, Oliver (35069122800); Curtis, Valerie (57206446363); Evans, Barbara Elvy (57199313235); Freeman, Matthew Charles (23099628300); Guiteras, Raymond (56658710500); Howard, Guy (7202022099); Humphrey, Jean (7202977808); Kang, Gagandeep (57209048328); Kulabako, Robinah (26324955500); Lanata, Claudio Franco (16208026200); Montgomery, Maggie Ann (15757937700); Pickering, Amy Janel (35604474600); Null, Clair (36348526600); Wolf, Jennyfer (55307975800)","35279317000; 57196344501; 16554055300; 57205143695; 14629991000; 14049918700; 7004130553; 35069122800; 57206446363; 57199313235; 23099628300; 56658710500; 7202022099; 7202977808; 57209048328; 26324955500; 16208026200; 15757937700; 35604474600; 36348526600; 55307975800","The Lancet Commission on water, sanitation and hygiene, and health","2021","The Lancet","398","10310","","1469","1470","1","27","10.1016/S0140-6736(21)02005-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117412818&doi=10.1016%2fS0140-6736%2821%2902005-5&partnerID=40&md5=fd3a8c4759dccac3a720b5742b81ed97","Note","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85117412818"
"Humphrey J.H.; Brown J.; Cumming O.; Evans B.; Howard G.; Kulabako R.N.; Lamontagne J.; Pickering A.J.; Wang E.N.","Humphrey, Jean H (7202977808); Brown, Joseph (57205143695); Cumming, Oliver (35069122800); Evans, Barbara (57199313235); Howard, Guy (7202022099); Kulabako, Robinah N (26324955500); Lamontagne, Jonathan (43261406800); Pickering, Amy J (35604474600); Wang, Evelyn N (57203600780)","7202977808; 57205143695; 35069122800; 57199313235; 7202022099; 26324955500; 43261406800; 35604474600; 57203600780","The potential for atmospheric water harvesting to accelerate household access to safe water","2020","The Lancet Planetary Health","4","3","","e91","e92","1","33","10.1016/S2542-5196(20)30034-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082084694&doi=10.1016%2fS2542-5196%2820%2930034-6&partnerID=40&md5=06e14fe00d5601f448db17dbfb230487","Note","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85082084694"
"Wolf J.; Johnston R.B.; Ambelu A.; Arnold B.F.; Bain R.; Brauer M.; Brown J.; Caruso B.A.; Clasen T.; Colford J.M., Jr; Mills J.E.; Evans B.; Freeman M.C.; Gordon B.; Kang G.; Lanata C.F.; Medlicott K.O.; Prüss-Ustün A.; Troeger C.; Boisson S.; Cumming O.","Wolf, Jennyfer (55307975800); Johnston, Richard B (13003497100); Ambelu, Argaw (35279317000); Arnold, Benjamin F (16174532400); Bain, Robert (55059412700); Brauer, Michael (57218330976); Brown, Joe (57205143695); Caruso, Bethany A (36940904600); Clasen, Thomas (6701896965); Colford, John M (7004130553); Mills, Joanna Esteves (56481680400); Evans, Barbara (57199313235); Freeman, Matthew C (23099628300); Gordon, Bruce (50161377600); Kang, Gagandeep (57209048328); Lanata, Claudio F (16208026200); Medlicott, Kate O (22934654500); Prüss-Ustün, Annette (9739021000); Troeger, Christopher (57195223624); Boisson, Sophie (16030238900); Cumming, Oliver (35069122800)","55307975800; 13003497100; 35279317000; 16174532400; 55059412700; 57218330976; 57205143695; 36940904600; 6701896965; 7004130553; 56481680400; 57199313235; 23099628300; 50161377600; 57209048328; 16208026200; 22934654500; 9739021000; 57195223624; 16030238900; 35069122800","Burden of disease attributable to unsafe drinking water, sanitation, and hygiene in domestic settings: a global analysis for selected adverse health outcomes","2023","The Lancet","401","10393","","2060","2071","11","90","10.1016/S0140-6736(23)00458-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162089003&doi=10.1016%2fS0140-6736%2823%2900458-0&partnerID=40&md5=6b8ad99c5f0e7a3bfb473caab47eb4d4","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85162089003"
"Overbo A.; Williams A.R.; Evans B.; Hunter P.R.; Bartram J.","Overbo, Alycia (56447101700); Williams, Ashley R. (56834892700); Evans, Barbara (57199313235); Hunter, Paul R. (17135089100); Bartram, Jamie (6603696131)","56447101700; 56834892700; 57199313235; 17135089100; 6603696131","On-plot drinking water supplies and health: A systematic review","2016","International Journal of Hygiene and Environmental Health","219","4-5","","317","330","13","52","10.1016/j.ijheh.2016.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964691987&doi=10.1016%2fj.ijheh.2016.04.008&partnerID=40&md5=496118e4114c66532f30f33b959a5835","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84964691987"
"Manga M.; Camargo-Valero M.A.; Anthonj C.; Evans B.E.","Manga, M. (57208886381); Camargo-Valero, M.A. (16642000800); Anthonj, C. (56674612800); Evans, B.E. (57199313235)","57208886381; 16642000800; 56674612800; 57199313235","Fate of faecal pathogen indicators during faecal sludge composting with different bulking agents in tropical climate","2021","International Journal of Hygiene and Environmental Health","232","","113670","","","","37","10.1016/j.ijheh.2020.113670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097660427&doi=10.1016%2fj.ijheh.2020.113670&partnerID=40&md5=91c4b4d700487a844794400149002da8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85097660427"
"Bartram J.; Brocklehurst C.; Bradley D.; Muller M.; Evans B.","Bartram, Jamie (6603696131); Brocklehurst, Clarissa (35797978100); Bradley, David (35446788400); Muller, Mike (57001838400); Evans, Barbara (57199313235)","6603696131; 35797978100; 35446788400; 57001838400; 57199313235","Policy review of the means of implementation targets and indicators for the sustainable development goal for water and sanitation","2018","npj Clean Water","1","1","3","","","","75","10.1038/s41545-018-0003-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056097934&doi=10.1038%2fs41545-018-0003-0&partnerID=40&md5=572ea2b149aea2b5da7c79743effd11f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85056097934"
"Evans B.","Evans, Barbara (57199313235)","57199313235","Crossfire: Measures of sanitation coverage for the MDGs are unrealiable, only raising a false sense of a achievement [3]","2008","Waterlines","27","1","","8","9","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41949123917&partnerID=40&md5=dd5d0b30897cc24778178ac642c4ad65","Letter","Final","","Scopus","2-s2.0-41949123917"
"Strande L.; Evans B.; von Sperling M.; Bartram J.; Harada H.; Nakagiri A.; Nguyen V.-A.","Strande, Linda (57222160017); Evans, Barbara (57199313235); von Sperling, Marcos (7004116660); Bartram, Jamie (6603696131); Harada, Hidenori (57195634839); Nakagiri, Anne (56719581400); Nguyen, Viet-Anh (57210161030)","57222160017; 57199313235; 7004116660; 6603696131; 57195634839; 56719581400; 57210161030","Urban Sanitation: New Terminology for Globally Relevant Solutions?","2023","Environmental Science and Technology","57","42","","15771","15779","8","11","10.1021/acs.est.3c04431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175357429&doi=10.1021%2facs.est.3c04431&partnerID=40&md5=0345b47bbd6161045208dd4d92bb48b0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85175357429"
"Mdee A.; Ofori A.; Lopez-Gonzalez G.; Stringer L.; Martin-Ortega J.; Ahrari S.; Dougill A.; Evans B.; Holden J.; Kay P.; Kongo V.; Obani P.; Tillotson M.; Camargo-Valero M.A.","Mdee, Anna (26640577600); Ofori, Alesia (57215413817); Lopez-Gonzalez, Gabriela (16444470500); Stringer, Lindsay (14018839600); Martin-Ortega, Julia (26648830100); Ahrari, Sara (57351840200); Dougill, Andrew (6602607940); Evans, Barbara (57199313235); Holden, Joseph (23995734100); Kay, Paul (57207151596); Kongo, Victor (55879665100); Obani, Pedi (56582255300); Tillotson, Martin (6602871716); Camargo-Valero, Miller Alonso (16642000800)","26640577600; 57215413817; 16444470500; 14018839600; 26648830100; 57351840200; 6602607940; 57199313235; 23995734100; 57207151596; 55879665100; 56582255300; 6602871716; 16642000800","The top 100 global water questions: Results of a scoping exercise","2022","One Earth","5","5","","563","573","10","18","10.1016/j.oneear.2022.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134610869&doi=10.1016%2fj.oneear.2022.04.009&partnerID=40&md5=ab0ae07bf55a6103b25810b35a623cc9","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134610869"
"Galibourg D.; Scott R.E.; Gough K.V.; Drechsel P.; Evans B.E.","Galibourg, David (57488107100); Scott, Rebecca E. (9640323900); Gough, Katherine V. (7006564249); Drechsel, Pay (55904341200); Evans, Barbara E. (57199313235)","57488107100; 9640323900; 7006564249; 55904341200; 57199313235","Effectiveness of behaviour change interventions to reduce the risk of faecal contamination in urban irrigated vegetable value chains – applying the COM-B behavioural framework","2024","Journal of Water Sanitation and Hygiene for Development","14","8","","654","669","15","0","10.2166/washdev.2024.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203367266&doi=10.2166%2fwashdev.2024.014&partnerID=40&md5=de4ef760d89e0058db33c33d5ba860be","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85203367266"
"Rosato-Scott C.; Alam M.-U.; Evans B.E.; Rose J.; Wozei E.; Barrington D.J.","Rosato-Scott, Claire (57204021958); Alam, Mahbub-Ul (57190745430); Evans, Barbara E. (57199313235); Rose, Joanne (24177251700); Wozei, Eleanor (11739661100); Barrington, Dani J. (25922053200)","57204021958; 57190745430; 57199313235; 24177251700; 11739661100; 25922053200","Understanding children’s experiences of self-wetting in humanitarian contexts: An evaluation of the Story Book methodology","2023","PLOS Global Public Health","3","5","e0001194","","","","2","10.1371/journal.pgph.0001194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171966490&doi=10.1371%2fjournal.pgph.0001194&partnerID=40&md5=812e4c4a0090850147862860812d1228","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85171966490"
"Peal A.; Evans B.; Blackett I.; Hawkins P.; Heymans C.","Peal, Andy (36612156600); Evans, Barbara (57199313235); Blackett, Isabel (36766872400); Hawkins, Peter (56364183100); Heymans, Chris (57225351699)","36612156600; 57199313235; 36766872400; 56364183100; 57225351699","Fecal sludge management: A comparative analysis of 12 cities","2014","Journal of Water Sanitation and Hygiene for Development","4","4","","563","575","12","79","10.2166/washdev.2014.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919833139&doi=10.2166%2fwashdev.2014.026&partnerID=40&md5=fdcf8cc394152fc3d7f0078cc522e437","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84919833139"
"Bartram J.; Charles K.; Evans B.; O'hanlon L.; Pedley S.","Bartram, Jamie (6603696131); Charles, Katrina (9337584000); Evans, Barbara (57199313235); O'hanlon, Lucinda (55587706400); Pedley, Steve (6603049002)","6603696131; 9337584000; 57199313235; 55587706400; 6603049002","Commentary on community-led total sanitation and human rights: Should the right to community-wide health be won at the cost of individual rights?","2012","Journal of Water and Health","10","4","","499","503","4","50","10.2166/wh.2012.205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873634554&doi=10.2166%2fwh.2012.205&partnerID=40&md5=41c2c1db06685c8620edae73283f9e3f","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84873634554"
"Bhakta A.; Cawood S.; Zaqout M.; Evans B.","Bhakta, Amita (56596540800); Cawood, Sally (57211470498); Zaqout, Mariam (57218851938); Evans, Barbara (57199313235)","56596540800; 57211470498; 57218851938; 57199313235","Sanitation work: Realizing equity and inclusion in WASH","2022","Frontiers in Water","4","","1022581","","","","3","10.3389/frwa.2022.1022581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142250229&doi=10.3389%2ffrwa.2022.1022581&partnerID=40&md5=144ba8928f116942c40489a374f0669c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85142250229"
"Manga M.; Bartram J.; Evans B.E.","Manga, Musa (57208886381); Bartram, Jamie (6603696131); Evans, Barbara E. (57199313235)","57208886381; 6603696131; 57199313235","Economic cost analysis of low-cost sanitation technology options in informal settlement areas (case study: Soweto, Johannesburg)","2020","International Journal of Hygiene and Environmental Health","223","1","","289","298","9","32","10.1016/j.ijheh.2019.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068241167&doi=10.1016%2fj.ijheh.2019.06.012&partnerID=40&md5=5ec794649e38af23824b8981f40e6ab2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85068241167"
"Barrington D.J.; Sindall R.C.; Chinyama A.; Morse T.; Sule M.N.; Beale J.; Kativhu T.; Krishnan S.; Luwe K.; Daudi Malolo R.; McHaro O.; Odili A.C.; Ravndal K.T.; Rose J.; Shaylor E.; Wozei E.; Chikwezga F.; Evans B.E.","Barrington, Dani J (25922053200); Sindall, Rebecca C (55790207500); Chinyama, Annatoria (55370453500); Morse, Tracy (23474335000); Sule, May N (55511907700); Beale, Joanne (59657901700); Kativhu, Tendai (57194141883); Krishnan, Sneha (55982689300); Luwe, Kondwani (57216149034); Daudi Malolo, Rossanie (59658123200); McHaro, Onike (57212032140); Odili, Anthony C (59657266600); Ravndal, Kristin T (57103621800); Rose, Jo (24177251700); Shaylor, Esther (55945231600); Wozei, Eleanor (11739661100); Chikwezga, Faida (59658332000); Evans, Barbara E (57199313235)","25922053200; 55790207500; 55370453500; 23474335000; 55511907700; 59657901700; 57194141883; 55982689300; 57216149034; 59658123200; 57212032140; 59657266600; 57103621800; 24177251700; 55945231600; 11739661100; 59658332000; 57199313235","The persistence of failure in water, sanitation and hygiene programming: A qualitative study","2025","BMJ Global Health","10","2","e016354","","","","0","10.1136/bmjgh-2024-016354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219054645&doi=10.1136%2fbmjgh-2024-016354&partnerID=40&md5=e4d3010963da3c8d1c04c74e4c98fb47","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85219054645"
"Zaqout M.; Cawood S.; Evans B.E.; Barrington D.J.","Zaqout, Mariam (57218851938); Cawood, Sally (57211470498); Evans, Barbara E. (57199313235); Barrington, Dani J. (25922053200)","57218851938; 57211470498; 57199313235; 25922053200","Sustainable sanitation jobs: prospects for enhancing the livelihoods of pit-emptiers in Bangladesh","2020","Third World Quarterly","42","2","","329","347","18","20","10.1080/01436597.2020.1810560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090468853&doi=10.1080%2f01436597.2020.1810560&partnerID=40&md5=ef342fda0bbbd72454ea9ed56ad34b16","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85090468853"
"Duchanois R.M.; Liddle E.S.; Fenner R.A.; Jeuland M.; Evans B.; Cumming O.; Zaman R.U.; Mujica-Pereira A.V.; Ross I.; Gribble M.O.; Brown J.","Duchanois, Ryan M. (57204820201); Liddle, Elisabeth S. (56458597400); Fenner, Richard A. (7005045430); Jeuland, Marc (16039523000); Evans, Barbara (57199313235); Cumming, Oliver (35069122800); Zaman, Rashid U. (57196557432); Mujica-Pereira, Ana V. (57208280117); Ross, Ian (57194948788); Gribble, Matthew O. (55480364600); Brown, Joe (57205143695)","57204820201; 56458597400; 7005045430; 16039523000; 57199313235; 35069122800; 57196557432; 57208280117; 57194948788; 55480364600; 57205143695","Correction to: Factors associated with water service continuity for the Rural Populations of Bangladesh, Pakistan, Ethiopia, and Mozambique (Environmental Science and Technology (2019) 53:8 (4355-4363) DOI: 10.1021/acs.est.8b07173)","2019","Environmental Science and Technology","53","15","","9338","","","0","10.1021/acs.est.9b03482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071063896&doi=10.1021%2facs.est.9b03482&partnerID=40&md5=e16e613d5864bec1a5f88af5d8a743f8","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85071063896"
"Johnson J.; Zakaria F.; Nkurunziza A.G.; Way C.; Camargo-Valero M.A.; Evans B.","Johnson, Jake (57211616633); Zakaria, Fiona (56559843400); Nkurunziza, Allan G. (57702228700); Way, Celia (59428840000); Camargo-Valero, Miller A. (16642000800); Evans, Barbara (57199313235)","57211616633; 56559843400; 57702228700; 59428840000; 16642000800; 57199313235","Whole-system analysis reveals high greenhouse-gas emissions from citywide sanitation in Kampala, Uganda","2022","Communications Earth and Environment","3","1","80","","","","21","10.1038/s43247-022-00413-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130419987&doi=10.1038%2fs43247-022-00413-w&partnerID=40&md5=e7af940abd710ff59f6cdf28152672bd","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130419987"
"Zaqout M.; Mdee A.; Barrington D.; Agol D.; Evans B.E.","Zaqout, Mariam (57218851938); Mdee, Anna (26640577600); Barrington, Dani (25922053200); Agol, Dorice (36986930700); Evans, Barbara E. (57199313235)","57218851938; 26640577600; 25922053200; 36986930700; 57199313235","Differentiated and conflicting incentives across the sanitation value chain: the case of Sanergy in Nairobi","2024","Journal of Water Sanitation and Hygiene for Development","14","7","","543","551","8","1","10.2166/washdev.2024.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201555543&doi=10.2166%2fwashdev.2024.017&partnerID=40&md5=a7ab4543f544a931526252a0d6b45a55","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201555543"
"Allen K.; Rodríguez López E.L.; Banwart S.A.; Evans B.","Allen, Katie (57222235510); Rodríguez López, Erika L. (58348238600); Banwart, Steven A. (7004573474); Evans, Barbara (57199313235)","57222235510; 58348238600; 7004573474; 57199313235","A Systematic Review of the Effects of Fecal Sludge Derived Amendments on Crop Growth and Soil Health","2023","ACS ES and T Engineering","3","6","","746","761","15","7","10.1021/acsestengg.2c00438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162898849&doi=10.1021%2facsestengg.2c00438&partnerID=40&md5=d0c5f01bfc6f96d759d7cacf62e7b984","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85162898849"
"Cheng S.; Long J.; Evans B.; Zhan Z.; Li T.; Chen C.; Mang H.-P.; Li Z.","Cheng, Shikun (45661119600); Long, Jinyun (57705466300); Evans, Barbara (57199313235); Zhan, Zhe (57611436900); Li, Tianxin (8268565000); Chen, Cong (37055253800); Mang, Heinz-Peter (37066141300); Li, Zifu (55854305300)","45661119600; 57705466300; 57199313235; 57611436900; 8268565000; 37055253800; 37066141300; 55854305300","Non-negligible greenhouse gas emissions from non-sewered sanitation systems: A meta-analysis","2022","Environmental Research","212","","113468","","","","29","10.1016/j.envres.2022.113468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130619077&doi=10.1016%2fj.envres.2022.113468&partnerID=40&md5=78fa31f128994b55fce11b12ae6197b1","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85130619077"
"Manga M.; Camargo-Valero M.A.; Evans B.E.","Manga, M. (57208886381); Camargo-Valero, M.A. (16642000800); Evans, B.E. (57199313235)","57208886381; 16642000800; 57199313235","Inactivation of viable Ascaris eggs during faecal sludge co-composting with chicken feathers and market waste","2019","Desalination and Water Treatment","163","","","347","357","10","16","10.5004/dwt.2019.24494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073381243&doi=10.5004%2fdwt.2019.24494&partnerID=40&md5=f666ef2c4ff12dbee31d3782231fc680","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073381243"
"Akpeimeh G.F.; Fletcher L.A.; Evans B.E.","Akpeimeh, G.F. (57208050838); Fletcher, L.A. (7101843418); Evans, B.E. (57199313235)","57208050838; 7101843418; 57199313235","Exposure to bioaerosols at open dumpsites: A case study of bioaerosols exposure from activities at Olusosun open dumpsite, Lagos Nigeria","2019","Waste Management","89","","","37","47","10","51","10.1016/j.wasman.2019.03.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063691904&doi=10.1016%2fj.wasman.2019.03.058&partnerID=40&md5=0861826b86d1d989f345aad3e268ef90","Article","Final","","Scopus","2-s2.0-85063691904"
"Bostoen K.; Evans B.","Bostoen, Kristof (14027810500); Evans, Barbara (57199313235)","14027810500; 57199313235","Crossfire: 'Measures of sanitation coverage for the MDGs are unreliable, only raising a false sense of achievement' [1]","2008","Waterlines","27","1","","5","6","1","1","10.3362/1756-3488.2008.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41949087328&doi=10.3362%2f1756-3488.2008.002&partnerID=40&md5=18af45418cbac9ba3573ba0f1aa579bd","Letter","Final","","Scopus","2-s2.0-41949087328"
"Wilcox J.; Rutayisire B.; Kuria N.; Evans B.; Bartram J.; Sklar R.","Wilcox, Jonathan (58789652400); Rutayisire, Bruce (57442516100); Kuria, Nicholas (57441766100); Evans, Barbara (57199313235); Bartram, Jamie (6603696131); Sklar, Rachel (56594717800)","58789652400; 57442516100; 57441766100; 57199313235; 6603696131; 56594717800","Developing formal pit-latrine emptying businesses for hard-to-serve customers: resources, methods, and pricing structures","2023","Journal of Water Sanitation and Hygiene for Development","13","12","","941","951","10","1","10.2166/washdev.2023.110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181169501&doi=10.2166%2fwashdev.2023.110&partnerID=40&md5=e684e6a31944fbe7bcace532631ea30a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85181169501"
"Manga M.; Evans B.E.; Ngasala T.M.; Camargo-Valero M.A.","Manga, Musa (57208886381); Evans, Barbara E. (57199313235); Ngasala, Tula M. (57204953847); Camargo-Valero, Miller A. (16642000800)","57208886381; 57199313235; 57204953847; 16642000800","Recycling of Faecal Sludge: Nitrogen, Carbon and Organic Matter Transformation during Co-Composting of Faecal Sludge with Different Bulking Agents","2022","International Journal of Environmental Research and Public Health","19","17","10592","","","","25","10.3390/ijerph191710592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137569934&doi=10.3390%2fijerph191710592&partnerID=40&md5=afefe17f4b4ec3c9fc0014ed24eb455c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85137569934"
"Peal A.; Evans B.; Ahilan S.; Ban R.; Blackett I.; Hawkins P.; Schoebitz L.; Scott R.; Sleigh A.; Strande L.; Veses O.","Peal, Andy (36612156600); Evans, Barbara (57199313235); Ahilan, Sangaralingam (55180206300); Ban, Radu (57196344501); Blackett, Isabel (36766872400); Hawkins, Peter (56364183100); Schoebitz, Lars (57193387551); Scott, Rebecca (9640323900); Sleigh, Andy (57266098300); Strande, Linda (55174176500); Veses, Oscar (47562155300)","36612156600; 57199313235; 55180206300; 57196344501; 36766872400; 56364183100; 57193387551; 9640323900; 57266098300; 55174176500; 47562155300","Estimating Safely Managed Sanitation in Urban Areas; Lessons Learned From a Global Implementation of Excreta-Flow Diagrams","2020","Frontiers in Environmental Science","8","","1","","","","62","10.3389/fenvs.2020.00001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079617822&doi=10.3389%2ffenvs.2020.00001&partnerID=40&md5=70ff0b499b91f93ec1c161a52c7f3c7c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85079617822"
"Sainati T.; Zakaria F.; Locatelli G.; Sleigh P.A.; Evans B.","Sainati, Tristano (56527436400); Zakaria, Fiona (56559843400); Locatelli, Giorgio (57210769700); Sleigh, P. Andrew (57266098300); Evans, Barbara (57199313235)","56527436400; 56559843400; 57210769700; 57266098300; 57199313235","Understanding the costs of urban sanitation: Towards a standard costing model","2020","Journal of Water Sanitation and Hygiene for Development","10","4","","642","658","16","8","10.2166/washdev.2020.093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099120800&doi=10.2166%2fwashdev.2020.093&partnerID=40&md5=41050ab33979a07cced791bda35274b4","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099120800"
"Mills F.; Willetts J.; Evans B.; Carrard N.; Kohlitz J.","Mills, Freya (57200383975); Willetts, Juliet (22236047100); Evans, Barbara (57199313235); Carrard, Naomi (22833324000); Kohlitz, Jeremy (55835059400)","57200383975; 22236047100; 57199313235; 22833324000; 55835059400","Costs, Climate and Contamination: Three Drivers for Citywide Sanitation Investment Decisions","2020","Frontiers in Environmental Science","8","","130","","","","18","10.3389/fenvs.2020.00130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090054448&doi=10.3389%2ffenvs.2020.00130&partnerID=40&md5=65d5a4f1a0a591c4af27937bcab6449d","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090054448"
"Mills F.; Foster T.; Moe C.; Amin N.; Liu P.; Rahman M.; Evans B.; Willetts J.","Mills, Freya (57200383975); Foster, Tim (58746420200); Moe, Christine (7005362343); Amin, Nuhu (56366083900); Liu, Pengbo (55489800500); Rahman, Mahbubur (59206800200); Evans, Barbara (57199313235); Willetts, Juliet (22236047100)","57200383975; 58746420200; 7005362343; 56366083900; 55489800500; 59206800200; 57199313235; 22236047100","Unsafe containment: Public health risks of septic tanks discharging to drains in Dhaka Bangladesh","2024","PLOS Water","3","12","e0000325","","","","1","10.1371/journal.pwat.0000325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212973004&doi=10.1371%2fjournal.pwat.0000325&partnerID=40&md5=3f6e89c2b68d62baead5cabf600237eb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85212973004"
